,order_number,line_item,order_date,delivery_date,customerkey,storekey,productkey,quantity,currency_code,gender,name,city,state_code,state,zip_code,country,continent,birthday,date,currency,exchange,product_name,brand,color,unit_cost_usd,unit_price_usd,subcategorykey,subcategory,categorykey,category,square_meters,open_date
3003,1513051,1,2019-02-21,Not Available,69959,5,343,2,AUD,Male,Marcus Kingsmill,MOLESWORTH,VIC,Victoria,3718,Australia,Australia,1977-02-15,2019-02-21,AUD,1.4065,Fabrikam Laptop19 M9000 Black,Fabrikam,Black,364.12,1099.0,301,Laptops,3,Computers,2000.0,2015-12-09
3004,1513051,2,2019-02-21,Not Available,69959,5,186,1,AUD,Male,Marcus Kingsmill,MOLESWORTH,VIC,Victoria,3718,Australia,Australia,1977-02-15,2019-02-21,AUD,1.4065,SV 8xDVD E120 Silver,Southridge Video,Silver,45.83,89.9,202,VCD & DVD,2,TV and Video,2000.0,2015-12-09
3005,1513054,1,2019-02-21,Not Available,1625704,49,439,4,USD,Male,James Powell,Des Moines,IA,Iowa,50315,United States,North America,2001-01-30,2019-02-21,USD,1.0,WWI Desktop PC2.30 M2300 Brown,Wide World Importers,Brown,257.06,559.0,303,Desktops,3,Computers,2000.0,2018-06-03
3006,1513054,2,2019-02-21,Not Available,1625704,49,96,3,USD,Male,James Powell,Des Moines,IA,Iowa,50315,United States,North America,2001-01-30,2019-02-21,USD,1.0,WWI Stereo Bluetooth Headphones E1000 White,Wide World Importers,White,34.36,67.4,106,Bluetooth Headphones,1,Audio,2000.0,2018-06-03
3007,1513054,3,2019-02-21,Not Available,1625704,49,423,8,USD,Male,James Powell,Des Moines,IA,Iowa,50315,United States,North America,2001-01-30,2019-02-21,USD,1.0,Adventure Works Desktop PC2.30 MD230 Black,Adventure Works,Black,275.46,599.0,303,Desktops,3,Computers,2000.0,2018-06-03
3008,1513054,4,2019-02-21,Not Available,1625704,49,1672,5,USD,Male,James Powell,Des Moines,IA,Iowa,50315,United States,North America,2001-01-30,2019-02-21,USD,1.0,MGS Hand Games for Office worker L299 Black,Tailspin Toys,Black,5.6,16.89,701,Boxed Games,7,Games and Toys,2000.0,2018-06-03
3009,1513054,5,2019-02-21,Not Available,1625704,49,84,1,USD,Male,James Powell,Des Moines,IA,Iowa,50315,United States,North America,2001-01-30,2019-02-21,USD,1.0,NT Wireless Bluetooth Stereo Headphones M402 Red,Northwind Traders,Red,45.98,99.99,106,Bluetooth Headphones,1,Audio,2000.0,2018-06-03
3010,1513070,1,2019-02-21,Not Available,1745820,45,449,4,USD,Male,Charles Cohen,Torrington,CT,Connecticut,6790,United States,North America,1936-11-19,2019-02-21,USD,1.0,WWI Desktop PC3.0 M0300 Black,Wide World Importers,Black,160.49,349.0,303,Desktops,3,Computers,2000.0,2007-07-08
3011,1513070,2,2019-02-21,Not Available,1745820,45,13,6,USD,Male,Charles Cohen,Torrington,CT,Connecticut,6790,United States,North America,1936-11-19,2019-02-21,USD,1.0,Contoso 4GB Flash MP3 Player E401 Black,Contoso,Black,35.72,77.68,101,MP4&MP3,1,Audio,2000.0,2007-07-08
3012,1514025,1,2019-02-22,Not Available,1247394,49,14,4,USD,Female,Jessica Bell,Council Bluffs,IA,Iowa,51501,United States,North America,1987-06-16,2019-02-22,USD,1.0,Contoso 4GB Flash MP3 Player E401 Silver,Contoso,Silver,35.72,77.68,101,MP4&MP3,1,Audio,2000.0,2018-06-03
3013,1515009,1,2019-02-23,Not Available,413461,27,1776,7,EUR,Female,Anne Gersten,Quedlinburg,ST,Sachsen-Anhalt,6472,Germany,Europe,1965-09-11,2019-02-23,EUR,0.883,MGS Age of Empires III: The War Chiefs 2007 E132,Tailspin Toys,Black,21.92,43.0,702,Download Games,7,Games and Toys,2000.0,2008-08-08
3014,1515009,2,2019-02-23,Not Available,413461,27,55,2,EUR,Female,Anne Gersten,Quedlinburg,ST,Sachsen-Anhalt,6472,Germany,Europe,1965-09-11,2019-02-23,EUR,0.883,WWI 4GB Video Recording Pen X200 Pink,Wide World Importers,Pink,98.07,296.0,104,Recording Pen,1,Audio,2000.0,2008-08-08
3015,1515009,3,2019-02-23,Not Available,413461,27,1629,1,EUR,Female,Anne Gersten,Quedlinburg,ST,Sachsen-Anhalt,6472,Germany,Europe,1965-09-11,2019-02-23,EUR,0.883,Contoso DVD 38 DVD Storage Binder E25 Black,Contoso,Black,5.09,9.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2008-08-08
3016,1515009,4,2019-02-23,Not Available,413461,27,688,3,EUR,Female,Anne Gersten,Quedlinburg,ST,Sachsen-Anhalt,6472,Germany,Europe,1965-09-11,2019-02-23,EUR,0.883,Proseware Laser Fax Printer M250 Grey,Proseware,Grey,54.26,118.0,306,"Printers, Scanners & Fax",3,Computers,2000.0,2008-08-08
3017,1515009,5,2019-02-23,Not Available,413461,27,60,1,EUR,Female,Anne Gersten,Quedlinburg,ST,Sachsen-Anhalt,6472,Germany,Europe,1965-09-11,2019-02-23,EUR,0.883,WWI 1GB Digital Voice Recorder Pen E100 White,Wide World Importers,White,79.53,156.0,104,Recording Pen,1,Audio,2000.0,2008-08-08
3018,1515028,1,2019-02-23,Not Available,1901931,59,93,9,USD,Female,Sophie Resch,Portland,OR,Oregon,97229,United States,North America,1951-09-18,2019-02-23,USD,1.0,WWI Stereo Bluetooth Headphones E1000 Blue,Wide World Importers,Blue,34.36,67.4,106,Bluetooth Headphones,1,Audio,2000.0,2012-08-08
3019,1515028,2,2019-02-23,Not Available,1901931,59,1781,3,USD,Female,Sophie Resch,Portland,OR,Oregon,97229,United States,North America,1951-09-18,2019-02-23,USD,1.0,MGS Rise of Nations: Rise of Legends 2008 E137,Tailspin Toys,White,21.92,43.0,702,Download Games,7,Games and Toys,2000.0,2012-08-08
3020,1515028,3,2019-02-23,Not Available,1901931,59,1687,1,USD,Female,Sophie Resch,Portland,OR,Oregon,97229,United States,North America,1951-09-18,2019-02-23,USD,1.0,SV Hand Games men M30 Yellow,Southridge Video,Yellow,3.16,6.88,701,Boxed Games,7,Games and Toys,2000.0,2012-08-08
3021,1515060,1,2019-02-23,Not Available,1714835,44,138,2,USD,Female,Corrie Ramos,Little Rock,AR,Arkansas,72211,United States,North America,1958-01-28,2019-02-23,USD,1.0,"Adventure Works 32"" LCD HDTV M130 Black",Adventure Works,Black,229.93,499.99,201,Televisions,2,TV and Video,2000.0,2010-06-03
3022,1515060,2,2019-02-23,Not Available,1714835,44,1228,1,USD,Female,Corrie Ramos,Little Rock,AR,Arkansas,72211,United States,North America,1958-01-28,2019-02-23,USD,1.0,"Fabrikam Independent Filmmaker 1"" 25mm X400 Blue",Fabrikam,Blue,536.74,1620.0,405,Camcorders,4,Cameras and camcorders,2000.0,2010-06-03
3023,1515060,3,2019-02-23,Not Available,1714835,44,1482,3,USD,Female,Corrie Ramos,Little Rock,AR,Arkansas,72211,United States,North America,1958-01-28,2019-02-23,USD,1.0,The Phone Company Smart phones 4 GB of Memory M300 Grey,The Phone Company,Grey,109.91,239.0,504,Smart phones & PDAs,5,Cell phones,2000.0,2010-06-03
3024,1515060,4,2019-02-23,Not Available,1714835,44,1273,3,USD,Female,Corrie Ramos,Little Rock,AR,Arkansas,72211,United States,North America,1958-01-28,2019-02-23,USD,1.0,Contoso Lens Cap Keeper E314 Silver,Contoso,Silver,3.54,6.95,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,2000.0,2010-06-03
3025,1515060,5,2019-02-23,Not Available,1714835,44,1328,3,USD,Female,Corrie Ramos,Little Rock,AR,Arkansas,72211,United States,North America,1958-01-28,2019-02-23,USD,1.0,Contoso behind Centrex X15 Black,Contoso,Black,16.56,49.99,501,Home & Office Phones,5,Cell phones,2000.0,2010-06-03
3026,1515060,6,2019-02-23,Not Available,1714835,44,1495,5,USD,Female,Corrie Ramos,Little Rock,AR,Arkansas,72211,United States,North America,1958-01-28,2019-02-23,USD,1.0,The Phone Company Smart phones 6-LINE SCREEN M21 White,The Phone Company,White,105.77,230.0,504,Smart phones & PDAs,5,Cell phones,2000.0,2010-06-03
3027,1515064,1,2019-02-23,Not Available,2073381,48,2513,1,USD,Male,Justin Heinicke,Boise,ID,Idaho,83704,United States,North America,1999-12-05,2019-02-23,USD,1.0,Contoso Bluetooth Active Headphones L15 Red,Contoso,Red,43.07,129.99,505,Cell phones Accessories,5,Cell phones,1540.0,2012-12-15
3028,1515072,1,2019-02-23,Not Available,1347880,44,425,6,USD,Female,Kathleen Huerta,Fort Smith,AR,Arkansas,72908,United States,North America,1955-09-14,2019-02-23,USD,1.0,Adventure Works Desktop PC1.80 ED180 Black,Adventure Works,Black,188.13,369.0,303,Desktops,3,Computers,2000.0,2010-06-03
3029,1515072,2,2019-02-23,Not Available,1347880,44,1984,2,USD,Female,Kathleen Huerta,Fort Smith,AR,Arkansas,72908,United States,North America,1955-09-14,2019-02-23,USD,1.0,Fabrikam Microwave 2.2CuFt M1250 White,Fabrikam,White,91.97,199.99,803,Microwaves,8,Home Appliances,2000.0,2010-06-03
3030,1515072,3,2019-02-23,Not Available,1347880,44,89,1,USD,Female,Kathleen Huerta,Fort Smith,AR,Arkansas,72908,United States,North America,1955-09-14,2019-02-23,USD,1.0,NT Wireless Transmitter and Bluetooth Headphones M150 Blue,Northwind Traders,Blue,49.69,149.99,106,Bluetooth Headphones,1,Audio,2000.0,2010-06-03
3031,1515072,4,2019-02-23,Not Available,1347880,44,1572,3,USD,Female,Kathleen Huerta,Fort Smith,AR,Arkansas,72908,United States,North America,1955-09-14,2019-02-23,USD,1.0,SV DVD Player M110 Silver,Southridge Video,Silver,26.67,57.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2010-06-03
3032,1515072,5,2019-02-23,Not Available,1347880,44,706,4,USD,Female,Kathleen Huerta,Fort Smith,AR,Arkansas,72908,United States,North America,1955-09-14,2019-02-23,USD,1.0,Proseware Fax Machine E100 White,Proseware,White,40.28,79.0,306,"Printers, Scanners & Fax",3,Computers,2000.0,2010-06-03
3033,1515072,6,2019-02-23,Not Available,1347880,44,449,10,USD,Female,Kathleen Huerta,Fort Smith,AR,Arkansas,72908,United States,North America,1955-09-14,2019-02-23,USD,1.0,WWI Desktop PC3.0 M0300 Black,Wide World Importers,Black,160.49,349.0,303,Desktops,3,Computers,2000.0,2010-06-03
3034,1515072,7,2019-02-23,Not Available,1347880,44,1705,9,USD,Female,Kathleen Huerta,Fort Smith,AR,Arkansas,72908,United States,North America,1955-09-14,2019-02-23,USD,1.0,SV Hand Games men M30 Silver,Southridge Video,Silver,3.16,6.88,701,Boxed Games,7,Games and Toys,2000.0,2010-06-03
3035,1515074,1,2019-02-23,Not Available,1455360,65,1635,10,USD,Male,James Hays,Huntington,WV,West Virginia,25701,United States,North America,1961-11-07,2019-02-23,USD,1.0,Contoso DVD 60 DVD Storage Binder L20 Silver,Contoso,Silver,7.58,22.89,602,Movie DVD,6,"Music, Movies and Audio Books",1785.0,2012-01-01
3036,1515074,2,2019-02-23,Not Available,1455360,65,2506,2,USD,Male,James Hays,Huntington,WV,West Virginia,25701,United States,North America,1961-11-07,2019-02-23,USD,1.0,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Pink,Contoso,Pink,2.42,4.74,505,Cell phones Accessories,5,Cell phones,1785.0,2012-01-01
3037,1515074,3,2019-02-23,Not Available,1455360,65,1989,4,USD,Male,James Hays,Huntington,WV,West Virginia,25701,United States,North America,1961-11-07,2019-02-23,USD,1.0,Fabrikam Microwave 1.5CuFt X1100 Silver,Fabrikam,Silver,220.64,665.94,803,Microwaves,8,Home Appliances,1785.0,2012-01-01
3038,1517023,1,2019-02-25,Not Available,1668237,56,1803,1,USD,Female,Patricia Clark,Portsmouth,NH,New Hampshire,3801,United States,North America,1937-02-26,2019-02-25,USD,1.0,MGS Combat Flight Simulator 2009 E159,Tailspin Toys,Blue,16.31,32.0,702,Download Games,7,Games and Toys,1260.0,2015-01-01
3039,1517033,1,2019-02-25,Not Available,1887682,54,1556,6,USD,Male,Ronnie Williams,Scotia,NE,Nebraska,68875,United States,North America,1985-07-25,2019-02-25,USD,1.0,The Phone Company PDA Wifi 3.5-inch M200 White,The Phone Company,White,128.76,280.0,504,Smart phones & PDAs,5,Cell phones,2000.0,2013-06-07
3040,1517033,2,2019-02-25,Not Available,1887682,54,97,4,USD,Male,Ronnie Williams,Scotia,NE,Nebraska,68875,United States,North America,1985-07-25,2019-02-25,USD,1.0,WWI Stereo Bluetooth Headphones E1000 Green,Wide World Importers,Green,34.36,67.4,106,Bluetooth Headphones,1,Audio,2000.0,2013-06-07
3041,1518001,1,2019-02-26,Not Available,21819,4,91,1,AUD,Female,Matilda Blacklock,Cleveland,TAS,Tasmania,7211,Australia,Australia,2000-06-18,2019-02-26,AUD,1.3993,NT Wireless Transmitter and Bluetooth Headphones M150 Green,Northwind Traders,Green,49.69,149.99,106,Bluetooth Headphones,1,Audio,2000.0,2010-01-01
3042,1518001,2,2019-02-26,Not Available,21819,4,57,2,AUD,Female,Matilda Blacklock,Cleveland,TAS,Tasmania,7211,Australia,Australia,2000-06-18,2019-02-26,AUD,1.3993,WWI 1GB Digital Voice Recorder Pen E100 Black,Wide World Importers,Black,79.53,156.0,104,Recording Pen,1,Audio,2000.0,2010-01-01
3043,1518031,1,2019-02-26,Not Available,1399159,49,1682,1,USD,Female,Ruby Gordon,Jefferson,IA,Iowa,50129,United States,North America,1979-12-09,2019-02-26,USD,1.0,MGS Hand Games women M400 Silver,Tailspin Toys,Silver,4.13,8.99,701,Boxed Games,7,Games and Toys,2000.0,2018-06-03
3044,1519010,1,2019-02-27,Not Available,125873,4,1765,2,AUD,Female,Eliza Truebridge,TIBERIAS,TAS,Tasmania,7120,Australia,Australia,1976-04-22,2019-02-27,AUD,1.3972,MGS Age of Empires Expansion: The Rise of Rome X900,Tailspin Toys,Blue,198.39,598.8,702,Download Games,7,Games and Toys,2000.0,2010-01-01
3045,1519010,2,2019-02-27,Not Available,125873,4,250,1,AUD,Female,Eliza Truebridge,TIBERIAS,TAS,Tasmania,7120,Australia,Australia,1976-04-22,2019-02-27,AUD,1.3972,Contoso Home Theater System 5.1 Channel M1540 Black,Contoso,Black,243.27,529.0,203,Home Theater System,2,TV and Video,2000.0,2010-01-01
3046,1519033,1,2019-02-27,Not Available,1231909,55,445,2,USD,Female,Andrea McMurray,Overton,NV,Nevada,89040,United States,North America,1980-11-21,2019-02-27,USD,1.0,WWI Desktop PC2.30 M2300 Black,Wide World Importers,Black,257.06,559.0,303,Desktops,3,Computers,2000.0,2009-12-15
3047,1519033,2,2019-02-27,Not Available,1231909,55,1606,2,USD,Female,Andrea McMurray,Overton,NV,Nevada,89040,United States,North America,1980-11-21,2019-02-27,USD,1.0,SV DVD 9-Inch Player Portable M300 Silver,Southridge Video,Silver,73.57,159.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2009-12-15
3048,1519033,3,2019-02-27,Not Available,1231909,55,1609,3,USD,Female,Andrea McMurray,Overton,NV,Nevada,89040,United States,North America,1980-11-21,2019-02-27,USD,1.0,SV DVD 14-Inch Player Portable L100 Silver,Southridge Video,Silver,86.14,259.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2009-12-15
3049,1519037,1,2019-02-27,Not Available,1813480,54,51,8,USD,Male,Steven Prado,Grand Island,NE,Nebraska,68801,United States,North America,1958-03-29,2019-02-27,USD,1.0,WWI 2GB Pulse Smart pen M100 Blue,Wide World Importers,Blue,91.95,199.95,104,Recording Pen,1,Audio,2000.0,2013-06-07
3050,1519037,2,2019-02-27,Not Available,1813480,54,428,2,USD,Male,Steven Prado,Grand Island,NE,Nebraska,68801,United States,North America,1958-03-29,2019-02-27,USD,1.0,Adventure Works Desktop PC2.33 XD233 Brown,Adventure Works,Brown,321.05,969.0,303,Desktops,3,Computers,2000.0,2013-06-07
3051,1519037,3,2019-02-27,Not Available,1813480,54,1638,2,USD,Male,Steven Prado,Grand Island,NE,Nebraska,68801,United States,North America,1958-03-29,2019-02-27,USD,1.0,Contoso DVD 58 DVD Storage Binder M55 Red,Contoso,Red,6.39,13.89,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2013-06-07
3052,1519037,4,2019-02-27,Not Available,1813480,54,1579,1,USD,Male,Steven Prado,Grand Island,NE,Nebraska,68801,United States,North America,1958-03-29,2019-02-27,USD,1.0,SV DVD Recorder L220 White,Southridge Video,White,72.56,219.0,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2013-06-07
3053,1519037,5,2019-02-27,Not Available,1813480,54,1446,3,USD,Male,Steven Prado,Grand Island,NE,Nebraska,68801,United States,North America,1958-03-29,2019-02-27,USD,1.0,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Gold,The Phone Company,Gold,132.9,289.0,503,Touch Screen Phones,5,Cell phones,2000.0,2013-06-07
3054,1519037,6,2019-02-27,Not Available,1813480,54,326,1,USD,Male,Steven Prado,Grand Island,NE,Nebraska,68801,United States,North America,1958-03-29,2019-02-27,USD,1.0,SV Car Video TFT7 M7000 Brown,Southridge Video,Brown,152.44,299.0,205,Car Video,2,TV and Video,2000.0,2013-06-07
3055,1519039,1,2019-02-27,Not Available,571339,21,1250,2,EUR,Male,Sven Hueber,Bremen Schwachhausen,HB,Freie Hansestadt Bremen,28209,Germany,Europe,1972-09-13,2019-02-27,EUR,0.8783,Contoso Travel Charger for S-Series Battery E302 Silver,Contoso,Silver,30.58,59.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,560.0,2018-06-03
3056,1519039,2,2019-02-27,Not Available,571339,21,168,2,EUR,Male,Sven Hueber,Bremen Schwachhausen,HB,Freie Hansestadt Bremen,28209,Germany,Europe,1972-09-13,2019-02-27,EUR,0.8783,SV 16xDVD M310 Black,Southridge Video,Black,59.32,129.0,202,VCD & DVD,2,TV and Video,560.0,2018-06-03
3057,1519039,3,2019-02-27,Not Available,571339,21,2424,3,EUR,Male,Sven Hueber,Bremen Schwachhausen,HB,Freie Hansestadt Bremen,28209,Germany,Europe,1972-09-13,2019-02-27,EUR,0.8783,Litware Tower Fan E501 White,Litware,White,20.39,39.99,808,Fans,8,Home Appliances,560.0,2018-06-03
3058,1519039,4,2019-02-27,Not Available,571339,21,2497,2,EUR,Male,Sven Hueber,Bremen Schwachhausen,HB,Freie Hansestadt Bremen,28209,Germany,Europe,1972-09-13,2019-02-27,EUR,0.8783,Headphone Adapter for Contoso Phone E130 White,Contoso,White,5.09,9.99,505,Cell phones Accessories,5,Cell phones,560.0,2018-06-03
3059,1520001,1,2019-02-28,Not Available,1793371,61,120,3,USD,Female,Marisol Beckles,Columbia,SC,South Carolina,29201,United States,North America,1990-02-25,2019-02-28,USD,1.0,"Adventure Works 13"" Color TV E25 Black",Adventure Works,Black,61.17,119.99,201,Televisions,2,TV and Video,2000.0,2012-12-15
3060,1520001,2,2019-02-28,Not Available,1793371,61,441,8,USD,Female,Marisol Beckles,Columbia,SC,South Carolina,29201,United States,North America,1990-02-25,2019-02-28,USD,1.0,WWI Desktop PC1.80 E1800 Brown,Wide World Importers,Brown,117.21,229.9,303,Desktops,3,Computers,2000.0,2012-12-15
3061,1520008,1,2019-02-28,Not Available,1858814,55,544,1,USD,Female,Jill Ward,Glenbrook,NV,Nevada,89413,United States,North America,1952-12-30,2019-02-28,USD,1.0,Proseware Projector 480p DLP12 Black,Proseware,Black,254.4,499.0,305,Projectors & Screens,3,Computers,2000.0,2009-12-15
3062,1520008,2,2019-02-28,Not Available,1858814,55,2170,3,USD,Female,Jill Ward,Glenbrook,NV,Nevada,89413,United States,North America,1952-12-30,2019-02-28,USD,1.0,Fabrikam Coffee Maker Super-Auto 12C X125 Silver,Fabrikam,Silver,546.68,1650.0,805,Coffee Machines,8,Home Appliances,2000.0,2009-12-15
3063,1520023,1,2019-02-28,Not Available,1585,5,1467,5,AUD,Female,Anna Hallstrom,GREEN LAKE,VIC,Victoria,3401,Australia,Australia,1990-08-12,2019-02-28,AUD,1.4005,Contoso Sharp Touch Screen Phones M910 Black,Contoso,Black,138.42,301.0,503,Touch Screen Phones,5,Cell phones,2000.0,2015-12-09
3064,1520023,2,2019-02-28,Not Available,1585,5,1571,3,AUD,Female,Anna Hallstrom,GREEN LAKE,VIC,Victoria,3401,Australia,Australia,1990-08-12,2019-02-28,AUD,1.4005,SV DVD Player M100 Black,Southridge Video,Black,26.21,56.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
3065,1520023,3,2019-02-28,Not Available,1585,5,1044,5,AUD,Female,Anna Hallstrom,GREEN LAKE,VIC,Victoria,3401,Australia,Australia,1990-08-12,2019-02-28,AUD,1.4005,A. Datum SLR Camera X135 Black,A. Datum,Black,207.74,627.0,402,Digital SLR Cameras,4,Cameras and camcorders,2000.0,2015-12-09
3066,1520025,1,2019-02-28,Not Available,1239466,47,425,4,USD,Male,Sheldon Brooks,Waipahu,HI,Hawaii,96797,United States,North America,1960-05-18,2019-02-28,USD,1.0,Adventure Works Desktop PC1.80 ED180 Black,Adventure Works,Black,188.13,369.0,303,Desktops,3,Computers,1120.0,2015-04-04
3067,1520025,2,2019-02-28,Not Available,1239466,47,1669,2,USD,Male,Sheldon Brooks,Waipahu,HI,Hawaii,96797,United States,North America,1960-05-18,2019-02-28,USD,1.0,MGS Hand Games men M300 Black,Tailspin Toys,Black,3.17,6.89,701,Boxed Games,7,Games and Toys,1120.0,2015-04-04
3068,1520029,1,2019-02-28,Not Available,1798806,59,1636,1,USD,Male,Lamar Saunders,Portland,OR,Oregon,97232,United States,North America,1971-11-22,2019-02-28,USD,1.0,Contoso DVD 55DVD Storage Binder M56 Silver,Contoso,Silver,5.82,12.66,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2012-08-08
3069,1520029,2,2019-02-28,Not Available,1798806,59,1764,3,USD,Male,Lamar Saunders,Portland,OR,Oregon,97232,United States,North America,1971-11-22,2019-02-28,USD,1.0,MGS Age of Empires II: The Age of Kings E126,Tailspin Toys,Blue,23.86,46.8,702,Download Games,7,Games and Toys,2000.0,2012-08-08
3070,1520029,3,2019-02-28,Not Available,1798806,59,557,1,USD,Male,Lamar Saunders,Portland,OR,Oregon,97232,United States,North America,1971-11-22,2019-02-28,USD,1.0,Proseware Screen 125in X1609 White,Proseware,White,152.08,459.0,305,Projectors & Screens,3,Computers,2000.0,2012-08-08
3071,1521003,1,2019-03-01,Not Available,1947078,64,172,3,USD,Male,Jett Hartnett,Washington,DC,Washington DC,20200,United States,North America,1951-05-12,2019-03-01,USD,1.0,SV 22xDVD X680 Black,Southridge Video,Black,55.99,169.0,202,VCD & DVD,2,TV and Video,1330.0,2010-01-01
3072,1521014,1,2019-03-01,Not Available,14988,5,1569,1,AUD,Female,Emily Thirkell,WYNDHAM VALE,VIC,Victoria,3024,Australia,Australia,1958-07-24,2019-03-01,AUD,1.4056,The Phone Company PDA Palm 3.7 inch M830 White,The Phone Company,White,137.5,299.0,504,Smart phones & PDAs,5,Cell phones,2000.0,2015-12-09
3073,1521014,2,2019-03-01,Not Available,14988,5,371,3,AUD,Female,Emily Thirkell,WYNDHAM VALE,VIC,Victoria,3024,Australia,Australia,1958-07-24,2019-03-01,AUD,1.4056,Adventure Works Laptop16 M1601 White,Adventure Works,White,275.46,599.0,301,Laptops,3,Computers,2000.0,2015-12-09
3074,1521014,3,2019-03-01,Not Available,14988,5,565,1,AUD,Female,Emily Thirkell,WYNDHAM VALE,VIC,Victoria,3024,Australia,Australia,1958-07-24,2019-03-01,AUD,1.4056,Proseware Projector 720p LCD56 Silver,Proseware,Silver,321.44,699.0,305,Projectors & Screens,3,Computers,2000.0,2015-12-09
3075,1521014,4,2019-03-01,Not Available,14988,5,450,3,AUD,Female,Emily Thirkell,WYNDHAM VALE,VIC,Victoria,3024,Australia,Australia,1958-07-24,2019-03-01,AUD,1.4056,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.48,919.0,303,Desktops,3,Computers,2000.0,2015-12-09
3076,1521014,5,2019-03-01,Not Available,14988,5,89,3,AUD,Female,Emily Thirkell,WYNDHAM VALE,VIC,Victoria,3024,Australia,Australia,1958-07-24,2019-03-01,AUD,1.4056,NT Wireless Transmitter and Bluetooth Headphones M150 Blue,Northwind Traders,Blue,49.69,149.99,106,Bluetooth Headphones,1,Audio,2000.0,2015-12-09
3077,1521016,1,2019-03-01,Not Available,1850415,61,1734,7,USD,Male,William Jeffery,Sumter,SC,South Carolina,29150,United States,North America,1969-03-10,2019-03-01,USD,1.0,MGS Zoo Tycoon Complete Collection E110,Tailspin Toys,Blue,14.28,28.0,702,Download Games,7,Games and Toys,2000.0,2012-12-15
3078,1521016,2,2019-03-01,Not Available,1850415,61,676,1,USD,Male,William Jeffery,Sumter,SC,South Carolina,29150,United States,North America,1969-03-10,2019-03-01,USD,1.0,Proseware Fax phone E100 Grey,Proseware,Grey,44.36,87.0,306,"Printers, Scanners & Fax",3,Computers,2000.0,2012-12-15
3079,1521016,3,2019-03-01,Not Available,1850415,61,1775,10,USD,Male,William Jeffery,Sumter,SC,South Carolina,29150,United States,North America,1969-03-10,2019-03-01,USD,1.0,MGS Shadow-run 2008 E131,Tailspin Toys,Pink,21.92,43.0,702,Download Games,7,Games and Toys,2000.0,2012-12-15
3080,1521016,4,2019-03-01,Not Available,1850415,61,1652,5,USD,Male,William Jeffery,Sumter,SC,South Carolina,29150,United States,North America,1969-03-10,2019-03-01,USD,1.0,Contoso DVD 12-Inch Player Portable M400 Silver,Contoso,Silver,82.77,179.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2012-12-15
3081,1521022,1,2019-03-01,Not Available,805166,32,1966,2,EUR,Female,Safia Brakenhoff,Dronten,FL,Flevoland,8253 PN,Netherlands,Europe,1961-02-09,2019-03-01,EUR,0.8785,Litware Refrigerator 4.6CuFt E280 Blue,Litware,Blue,152.94,299.99,802,Refrigerators,8,Home Appliances,910.0,2010-01-01
3082,1522013,1,2019-03-02,Not Available,424079,20,1366,3,EUR,Female,Ursula Kohl,Trebbin,BB,Brandenburg,14956,Germany,Europe,1987-02-02,2019-03-02,EUR,0.8785,Contoso 4-Line Corded Cordless Telephone M203 White,Contoso,White,15.17,32.99,501,Home & Office Phones,5,Cell phones,1715.0,2012-12-15
3083,1522013,2,2019-03-02,Not Available,424079,20,1267,6,EUR,Female,Ursula Kohl,Trebbin,BB,Brandenburg,14956,Germany,Europe,1987-02-02,2019-03-02,EUR,0.8785,Contoso Carrying Case E312 Pink,Contoso,Pink,25.47,49.96,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,1715.0,2012-12-15
3084,1522013,3,2019-03-02,Not Available,424079,20,1649,3,EUR,Female,Ursula Kohl,Trebbin,BB,Brandenburg,14956,Germany,Europe,1987-02-02,2019-03-02,EUR,0.8785,Contoso DVD 14-Inch Player Portable L100 Black,Contoso,Black,86.14,259.99,602,Movie DVD,6,"Music, Movies and Audio Books",1715.0,2012-12-15
3085,1522021,1,2019-03-02,Not Available,443701,27,1650,2,EUR,Male,Markus Unger,Tangermünde,ST,Sachsen-Anhalt,39586,Germany,Europe,1962-08-30,2019-03-02,EUR,0.8785,Contoso DVD 15-Inch Player Portable L200 Black,Contoso,Black,96.08,289.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2008-08-08
3086,1522027,1,2019-03-02,Not Available,2051562,55,901,3,USD,Male,Armando Ware,Las Vegas,NV,Nevada,89104,United States,North America,1949-09-18,2019-03-02,USD,1.0,SV Keyboard E10 Black,Southridge Video,Black,22.43,44.0,308,Computers Accessories,3,Computers,2000.0,2009-12-15
